#bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
1460	365	306	139	1	chr1	114741062	114741245	-80109512	+	MIRc	SINE	MIR	6	215	-53	1
585	1115	285	84	19	chrUn0634	72047	72559	-15669	+	L1MC4	LINE	L1	7302	7846	-196	4
585	947	304	95	26	chrUn0634	72679	73852	-14376	+	L1ME3D	LINE	L1	3982	5281	-865	4
585	759	283	116	12	chrUn0634	73884	74464	-13764	+	L1ME3D	LINE	L1	5364	6009	-233	4
585	248	0	31	0	chrUn0634	74942	74974	-13254	+	(TA)n	Simple_repeat	Simple_repeat	1	33	0	4
585	1013	231	176	45	chrUn0634	75202	75691	-12537	+	L1ME3A	LINE	L1	5553	6105	-68	4
585	338	225	72	40	chrUn0634	75722	75847	-12381	+	L1A_Oc	LINE	L1	4982	5110	-1387	4
585	218	255	0	38	chrUn0634	75985	76038	-12190	+	polypurine	Low_complexity	Low_complexity	3	53	0	4
585	22	0	0	0	chrUn0634	76093	76115	-12113	+	AT_rich	Low_complexity	Low_complexity	1	22	0	4
585	265	128	0	0	chrUn0634	76259	76306	-11922	+	L1ME3A	LINE	L1	6119	6165	-8	4
585	194	206	169	42	chrUn0634	76481	76552	-11676	+	MIRc	SINE	MIR	69	148	-120	4
585	246	192	122	49	chrUn0634	76663	76745	-11483	+	L1M5	LINE	L1	5734	5821	-343	4
585	257	304	9	0	chrUn0634	68266	68381	-19847	+	LSU-rRNA_Hsa	rRNA	rRNA	3726	3841	-1194	4
585	570	103	0	0	chrUn0634	68932	69010	-19218	+	tRNA-Leu-TTA(m)	tRNA	tRNA	1	78	0	4
585	375	181	0	0	chrUn0634	70027	70099	-18129	-	tRNA-Gln-CAA_	tRNA	tRNA	-3	72	1	4
585	2054	127	51	6	chrUn1218	18750	19084	-5492	+	CSINE3A	SINE	SINE	1	349	-1	4
585	183	80	0	0	chrUn1218	19661	19686	-4890	+	(TTTTC)n	Simple_repeat	Simple_repeat	1	25	0	4
585	2732	74	0	6	chrUn1218	19686	20038	-4538	-	CSINE3A	SINE	SINE	0	350	1	4
585	2277	96	65	3	chrUn1218	22378	22669	-1907	+	CSINE3A	SINE	SINE	1	290	-60	4
585	201	39	0	0	chrUn1218	22669	22695	-1881	+	(TC)n	Simple_repeat	Simple_repeat	1	26	0	4
585	2277	96	65	3	chrUn1218	22695	22728	-1848	+	CSINE3A	SINE	SINE	291	344	-6	4
585	2106	131	12	18	chrUn1218	22728	23059	-1517	-	CSINE2	SINE	SINE	-10	334	3	4
585	1084	292	80	19	chrUn0658	68281	68795	-12927	+	L1MC4	LINE	L1	7302	7846	-196	4
585	880	308	94	26	chrUn0658	68915	70089	-11633	+	L1ME3D	LINE	L1	3982	5281	-865	4
585	759	285	111	14	chrUn0658	70121	70705	-11017	+	L1ME3D	LINE	L1	5364	6009	-233	4
585	315	0	0	0	chrUn0658	71183	71218	-10504	+	(TA)n	Simple_repeat	Simple_repeat	1	35	0	4
585	3784	35	30	0	chrUn0658	71278	71742	-9980	+	ERVNOC_LTR	LTR	ERVK	5	482	0	4
585	989	231	176	45	chrUn0658	71925	72414	-9308	+	L1ME3A	LINE	L1	5553	6105	-68	4
585	300	228	67	50	chrUn0658	72445	72565	-9157	+	L1A_Oc	LINE	L1	4982	5103	-1394	4
585	24	0	0	0	chrUn0658	72818	72842	-8880	+	AT_rich	Low_complexity	Low_complexity	1	24	0	4
585	257	149	0	0	chrUn0658	72986	73033	-8689	+	L1ME3A	LINE	L1	6119	6165	-8	4
585	2054	127	51	6	chrUn1218	18750	19084	-5492	+	CSINE3A	SINE	SINE	1	349	-1	4
585	183	80	0	0	chrUn1218	19661	19686	-4890	+	(TTTTC)n	Simple_repeat	Simple_repeat	1	25	0	4
585	2732	74	0	6	chrUn1218	19686	20038	-4538	-	CSINE3A	SINE	SINE	0	350	1	4
585	2277	96	65	3	chrUn1218	22378	22669	-1907	+	CSINE3A	SINE	SINE	1	290	-60	4
585	201	39	0	0	chrUn1218	22669	22695	-1881	+	(TC)n	Simple_repeat	Simple_repeat	1	26	0	4
585	2277	96	65	3	chrUn1218	22695	22728	-1848	+	CSINE3A	SINE	SINE	291	344	-6	4
585	2106	131	12	18	chrUn1218	22728	23059	-1517	-	CSINE2	SINE	SINE	-10	334	3	4
602	1345	90	5	19	chrUn0043	2314612	2314828	-37563	+	L1A_Oc	LINE	L1	6241	6453	-44	3
602	529	203	16	27	chrUn0043	2315751	2316121	-36270	+	(CA)n	Simple_repeat	Simple_repeat	1	366	0	3
602	298	287	63	42	chrUn0043	2316291	2316433	-35958	+	L1A_Oc	LINE	L1	5029	5173	-1324	3
602	395	272	101	28	chrUn0043	2316780	2316958	-35433	-	L2	LINE	L2	-504	2915	2725	3
602	2235	267	34	47	chrUn0043	2317004	2317993	-34398	+	L1MB7	LINE	L1	4205	5240	-906	3
602	335	151	0	0	chrUn0043	2318120	2318173	-34218	+	L1A_Oc	LINE	L1	6384	6436	-61	3
602	1608	192	71	10	chrUn0043	2318173	2318483	-33908	-	CSINE1	SINE	SINE	-11	329	1	3
602	1092	241	6	78	chrUn0043	2318511	2318588	-33803	+	L1MB7	LINE	L1	5235	5305	-841	3
602	1280	222	84	19	chrUn0043	2318588	2318909	-33482	+	CSINE2	SINE	SINE	3	344	0	3
602	1896	136	89	0	chrUn0043	2318914	2319230	-33161	+	CSINE2	SINE	SINE	1	344	0	3
602	1092	247	184	36	chrUn0043	2319230	2319675	-32716	+	L1MB7	LINE	L1	5306	5852	-316	3
585	1084	292	80	19	chrUn0658	68281	68795	-12927	+	L1MC4	LINE	L1	7302	7846	-196	4
585	1084	292	80	19	chrUn0658	68281	68795	-12927	+	L1MC4	LINE	L1	7302	7846	-196	4
601	1377	93	9	9	chrUn0043	2132835	2133053	-219338	+	L1A_Oc	LINE	L1	6241	6458	-39	3
601	281	294	11	0	chrUn0043	2134810	2134902	-217489	+	L1A_Oc	LINE	L1	5029	5121	-1376	3
601	408	276	96	22	chrUn0043	2135298	2135476	-216915	-	L2	LINE	L2	-504	2915	2725	3
601	2168	280	29	46	chrUn0043	2135551	2136521	-215870	+	L1MB7	LINE	L1	4230	5240	-906	3
601	335	151	0	0	chrUn0043	2136650	2136703	-215688	+	L1A_Oc	LINE	L1	6384	6436	-61	3
601	1574	199	71	10	chrUn0043	2136703	2137013	-215378	-	CSINE1	SINE	SINE	-11	329	1	3
601	1082	247	6	73	chrUn0043	2137041	2137118	-215273	+	L1MB7	LINE	L1	5235	5305	-841	3
601	1188	219	117	10	chrUn0043	2137118	2137427	-214964	+	CSINE2	SINE	SINE	3	344	0	3
601	1876	139	89	0	chrUn0043	2137432	2137748	-214643	+	CSINE2	SINE	SINE	1	344	0	3
601	1082	226	244	52	chrUn0043	2137748	2138196	-214195	+	L1MB7	LINE	L1	5306	5852	-332	3
585	257	304	9	0	chrUn0634	68266	68381	-19847	+	LSU-rRNA_Hsa	rRNA	rRNA	3726	3841	-1194	4
585	570	103	0	0	chrUn0634	68932	69010	-19218	+	tRNA-Leu-TTA(m)	tRNA	tRNA	1	78	0	4
585	375	181	0	0	chrUn0634	70027	70099	-18129	-	tRNA-Gln-CAA_	tRNA	tRNA	-3	72	1	4
585	1115	285	84	19	chrUn0634	72047	72559	-15669	+	L1MC4	LINE	L1	7302	7846	-196	4
585	257	304	9	0	chrUn0634	68266	68381	-19847	+	LSU-rRNA_Hsa	rRNA	rRNA	3726	3841	-1194	4
585	570	103	0	0	chrUn0634	68932	69010	-19218	+	tRNA-Leu-TTA(m)	tRNA	tRNA	1	78	0	4
585	375	181	0	0	chrUn0634	70027	70099	-18129	-	tRNA-Gln-CAA_	tRNA	tRNA	-3	72	1	4
585	1115	285	84	19	chrUn0634	72047	72559	-15669	+	L1MC4	LINE	L1	7302	7846	-196	4
602	1841	152	24	18	chrUn0043	2311903	2311936	-40455	-	CSINE1	SINE	SINE	-3	337	306	3
602	2735	46	8	20	chrUn0043	2311936	2312289	-40102	-	CSINE3A	SINE	SINE	0	350	2	3
602	1841	152	24	18	chrUn0043	2312289	2312589	-39802	-	CSINE1	SINE	SINE	-35	305	2	3
602	1345	90	5	19	chrUn0043	2314612	2314828	-37563	+	L1A_Oc	LINE	L1	6241	6453	-44	3
602	529	203	16	27	chrUn0043	2315751	2316121	-36270	+	(CA)n	Simple_repeat	Simple_repeat	1	366	0	3
602	298	287	63	42	chrUn0043	2316291	2316433	-35958	+	L1A_Oc	LINE	L1	5029	5173	-1324	3
602	395	272	101	28	chrUn0043	2316780	2316958	-35433	-	L2	LINE	L2	-504	2915	2725	3
719	294	29	0	0	chr18	17581870	17581905	-52218831	+	(CA)n	Simple_repeat	Simple_repeat	2	36	0	1
719	711	242	0	11	chr18	17581914	17582094	-52218642	-	CSINE2	SINE	SINE	-86	258	81	1
719	1709	150	63	6	chr18	17582426	17582742	-52217994	+	CSINE2	SINE	SINE	11	344	0	1
719	265	270	22	22	chr18	17582831	17582922	-52217814	-	CSINE2	SINE	SINE	-253	91	1	1
719	244	255	0	78	chr18	17583072	17583116	-52217620	+	L1MA4	LINE	L1	6201	6243	-57	1
719	3872	32	30	13	chr18	17583116	17583590	-52217146	-	ERVNOC_LTR	LTR	ERVK	0	482	1	1
719	244	255	0	78	chr18	17583590	17583647	-52217089	+	L1MA4	LINE	L1	6244	6294	-6	1
719	225	207	69	0	chr18	17583658	17583716	-52217020	+	L1MA5	LINE	L1	6182	6243	-57	1
719	1934	110	53	3	chr18	17583818	17584120	-52216616	+	CSINE2	SINE	SINE	9	325	-19	1
719	180	0	0	0	chr18	17584675	17584695	-52216041	+	(TC)n	Simple_repeat	Simple_repeat	2	21	0	1
719	347	221	0	103	chr18	17584698	17584814	-52215922	+	HAL1-3A_ME	LINE	L1	1975	2078	-780	1
719	1812	130	133	0	chr18	17585098	17585254	-52215482	-	CSINE2	SINE	SINE	-4	340	168	1
719	195	42	0	0	chr18	17585254	17585278	-52215458	+	(CATA)n	Simple_repeat	Simple_repeat	3	26	0	1
719	1812	130	133	0	chr18	17585278	17585421	-52215315	-	CSINE2	SINE	SINE	-177	167	2	1
719	237	65	0	0	chr18	17585436	17585467	-52215269	+	(GAAA)n	Simple_repeat	Simple_repeat	2	32	0	1
719	1220	199	21	32	chr18	17586037	17586317	-52214419	+	CSINE2	SINE	SINE	1	277	-67	1
1180	2197	100	81	3	chr9	78087013	78087323	-38164584	-	CSINE1	SINE	SINE	-6	334	1	3
1180	2544	199	84	34	chr9	78088626	78089072	-38162835	-	L1MB7	LINE	L1	-918	5441	4957	3
1180	1973	169	70	0	chr9	78089072	78089386	-38162521	-	CSINE1	SINE	SINE	-2	338	3	3
1180	2544	196	89	33	chr9	78089386	78089704	-38162203	-	L1MB7	LINE	L1	-1190	4956	4635	3
1180	30	77	0	0	chr9	78089886	78089951	-38161956	+	AT_rich	Low_complexity	Low_complexity	1	65	0	3
1180	214	293	117	68	chr9	78089987	78090192	-38161715	+	L2	LINE	L2	2315	2529	-890	3
1180	2483	41	92	21	chr9	78090267	78090594	-38161313	-	CSINE3A	SINE	SINE	0	350	1	3
1180	457	296	176	9	chr9	78090779	78091001	-38160906	+	MIR	SINE	MIR	4	262	0	3
601	1377	93	9	9	chrUn0043	2132835	2133053	-219338	+	L1A_Oc	LINE	L1	6241	6458	-39	3
601	281	294	11	0	chrUn0043	2134810	2134902	-217489	+	L1A_Oc	LINE	L1	5029	5121	-1376	3
601	408	276	96	22	chrUn0043	2135298	2135476	-216915	-	L2	LINE	L2	-504	2915	2725	3
601	2168	280	29	46	chrUn0043	2135551	2136521	-215870	+	L1MB7	LINE	L1	4230	5240	-906	3
585	183	80	0	0	chrUn1218	19661	19686	-4890	+	(TTTTC)n	Simple_repeat	Simple_repeat	1	25	0	4
585	2732	74	0	6	chrUn1218	19686	20038	-4538	-	CSINE3A	SINE	SINE	0	350	1	4
585	2277	96	65	3	chrUn1218	22378	22669	-1907	+	CSINE3A	SINE	SINE	1	290	-60	4
585	201	39	0	0	chrUn1218	22669	22695	-1881	+	(TC)n	Simple_repeat	Simple_repeat	1	26	0	4
585	2277	96	65	3	chrUn1218	22695	22728	-1848	+	CSINE3A	SINE	SINE	291	344	-6	4
585	2106	131	12	18	chrUn1218	22728	23059	-1517	-	CSINE2	SINE	SINE	-10	334	3	4
1324	2508	42	40	40	chr12	96966003	96966353	-58389042	-	CSINE3A	SINE	SINE	0	350	1	6
1324	189	0	0	0	chr12	96966362	96966383	-58389012	+	(T)n	Simple_repeat	Simple_repeat	1	21	0	6
1324	2745	41	0	3	chr12	96966983	96967324	-58388071	+	CSINE3A	SINE	SINE	1	340	-10	6
1324	1552	183	79	9	chr12	96967442	96967757	-58387638	+	CSINE2	SINE	SINE	8	344	0	6
1324	180	283	0	0	chr12	96968285	96968338	-58387057	-	L2a	LINE	L2	-3	3423	3371	6
1324	1443	220	35	24	chr12	96968385	96968725	-58386670	-	CSINE2	SINE	SINE	0	344	1	6
1324	400	308	61	24	chr12	96969050	96969263	-58386132	-	MIR	SINE	MIR	-22	240	20	6
1324	1576	180	122	16	chr12	96969669	96969930	-58385465	+	CSINE2	SINE	SINE	1	297	-47	6
1324	195	42	0	0	chr12	96969930	96969954	-58385441	+	(TC)n	Simple_repeat	Simple_repeat	2	25	0	6
1324	1576	180	122	16	chr12	96969954	96970003	-58385392	+	CSINE2	SINE	SINE	298	343	-1	6
1324	399	327	92	50	chr12	96970488	96970771	-58384624	-	CSINE2	SINE	SINE	-10	334	40	6
596	242	341	112	14	chrUn0007	1449802	1450025	-4674586	-	MIRc	SINE	MIR	-20	248	4	3
596	2486	103	9	17	chrUn0007	1450173	1450517	-4674094	-	CSINE2	SINE	SINE	-3	341	1	3
596	1416	204	40	97	chrUn0007	1450750	1451102	-4673509	+	CSINE1	SINE	SINE	1	332	-8	3
596	381	310	13	47	chrUn0007	1451304	1451453	-4673158	+	L2a	LINE	L2	676	819	-2600	3
596	2073	287	218	15	chrUn0007	1451455	1452599	-4672012	+	L2a	LINE	L2	1964	3348	-78	3
596	1589	222	28	33	chrUn0007	1452613	1453008	-4671603	-	L1MB4	LINE	L1	-4	6176	5784	3
596	289	232	0	0	chrUn0007	1453178	1453234	-4671377	+	CSINE2	SINE	SINE	204	259	-85	3
596	312	27	0	0	chrUn0007	1453234	1453271	-4671340	+	(TC)n	Simple_repeat	Simple_repeat	2	38	0	3
596	241	98	24	0	chrUn0007	1453272	1453313	-4671298	+	CSINE2	SINE	SINE	298	339	-5	3
596	484	268	58	7	chrUn0007	1453325	1453479	-4671132	-	MER65D	LTR	ERV1	-155	318	157	3
596	588	219	142	0	chrUn0007	1453612	1453793	-4670818	-	L1MB8	LINE	L1	-352	5826	5615	3
596	2315	136	21	0	chrUn0007	1453913	1454245	-4670366	+	CSINE1	SINE	SINE	2	340	0	3
596	1733	69	68	14	chrUn0007	1454246	1454526	-4670085	+	CSINE3A	SINE	SINE	56	350	0	3
995	312	274	27	0	chr17	53752935	53753008	-31255459	-	MIRb	SINE	MIR	-84	184	110	1
995	624	272	91	26	chr17	53753013	53753277	-31255190	+	CSINE2	SINE	SINE	1	281	-63	1
995	272	311	47	28	chr17	53753313	53753419	-31255048	-	MIRb	SINE	MIR	-147	121	14	1
995	272	290	0	0	chr17	53754422	53754484	-31253983	+	MIR3	SINE	MIR	85	146	-62	1
995	342	254	80	51	chr17	53754667	53754804	-31253663	-	MLT1A1	LTR	ERVL-MaLR	0	408	268	1
995	1044	197	130	19	chr17	53755047	53755316	-31253151	+	CSINE2	SINE	SINE	44	342	-2	1
995	225	83	0	0	chr17	53756444	53756480	-31251987	+	(CAGA)n	Simple_repeat	Simple_repeat	2	37	0	1
995	765	268	5	24	chr17	53756481	53756716	-31251751	-	CSINE1	SINE	SINE	-83	261	31	1
995	310	248	37	28	chr17	53756757	53756865	-31251602	-	L1MA6	LINE	L1	-12	6288	6180	1
995	230	189	19	0	chr17	53756970	53757023	-31251444	-	MER53	DNA	hAT	0	193	140	1
995	274	321	119	6	chr17	53757256	53757416	-31251051	+	Arthur1	DNA	hAT-Tip100	388	565	-3382	1
995	301	260	52	0	chr17	53757451	53757528	-31250939	+	Arthur1	DNA	hAT-Tip100	3469	3549	-398	1
1161	2178	94	60	9	chr1	75611264	75611596	-119239161	-	CSINE3A	SINE	SINE	-1	349	1	1
1161	2171	142	18	0	chr1	75612688	75613025	-119237732	-	CSINE2	SINE	SINE	-1	343	1	1
1161	1773	178	55	12	chr1	75613312	75613642	-119237115	-	CSINE2	SINE	SINE	0	344	1	1
1161	2640	42	48	0	chr1	75613761	75614092	-119236665	-	CSINE3A	SINE	SINE	0	350	4	1
1161	1830	174	65	6	chr1	75614170	75614493	-119236264	+	CSINE2	SINE	SINE	2	343	-1	1
1161	2230	139	15	6	chr1	75614768	75615107	-119235650	-	CSINE2	SINE	SINE	-2	342	1	1
1161	204	231	0	0	chr1	75615420	75615459	-119235298	+	(CATATA)n	Simple_repeat	Simple_repeat	6	44	0	1
638	747	338	34	85	chrUn0002	6985064	6985393	-6476409	+	MLT2F	LTR	ERVL	37	368	-295	3
638	2037	118	9	3	chrUn0002	6985393	6985715	-6476087	+	CSINE1	SINE	SINE	1	324	-16	3
638	747	338	34	85	chrUn0002	6985715	6985893	-6475909	+	MLT2F	LTR	ERVL	369	518	-145	3
638	242	261	15	0	chrUn0002	6985946	6986011	-6475791	+	(TA)n	Simple_repeat	Simple_repeat	1	66	0	3
638	309	296	76	48	chrUn0002	6986104	6986498	-6475304	+	L1ME3C	LINE	L1	5669	6073	-50	3
638	30	45	0	0	chrUn0002	6986573	6986617	-6475185	+	AT_rich	Low_complexity	Low_complexity	1	44	0	3
638	384	271	53	0	chrUn0002	6986651	6986784	-6475018	-	ERVL-E-int	LTR	ERVL	-1728	3939	3800	3
638	723	327	97	59	chrUn0002	6986898	6987732	-6474070	-	ERVL-E-int	LTR	ERVL	-961	4753	3799	3
912	2501	77	6	0	chr9	42954055	42954392	-73297515	-	CSINE3A	SINE	SINE	-11	339	1	3
912	10177	239	81	24	chr9	42954537	42958575	-73293332	-	L1MA5	LINE	L1	-743	6042	1466	3
912	939	280	51	32	chr9	42958577	42958891	-73293016	-	CSINE2	SINE	SINE	-22	322	3	3
912	1808	270	84	34	chr9	42958895	42959696	-73292211	-	L1MA5	LINE	L1	-4564	2225	1385	3
1161	2171	142	18	0	chr1	75612688	75613025	-119237732	-	CSINE2	SINE	SINE	-1	343	1	1
1161	1773	178	55	12	chr1	75613312	75613642	-119237115	-	CSINE2	SINE	SINE	0	344	1	1
1161	2640	42	48	0	chr1	75613761	75614092	-119236665	-	CSINE3A	SINE	SINE	0	350	4	1
1161	1830	174	65	6	chr1	75614170	75614493	-119236264	+	CSINE2	SINE	SINE	2	343	-1	1
1161	2230	139	15	6	chr1	75614768	75615107	-119235650	-	CSINE2	SINE	SINE	-2	342	1	1
1161	204	231	0	0	chr1	75615420	75615459	-119235298	+	(CATATA)n	Simple_repeat	Simple_repeat	6	44	0	1
1161	1445	156	71	113	chr1	75616149	75616360	-119234397	+	CSINE2	SINE	SINE	2	188	-156	1
1161	2050	148	36	3	chr1	75616360	75616693	-119234064	-	CSINE2	SINE	SINE	0	344	1	1
1161	1445	156	71	113	chr1	75616693	75616835	-119233922	+	CSINE2	SINE	SINE	189	340	-4	1
1066	354	206	28	47	chr9	63095225	63095332	-53156575	+	L1A_Oc	LINE	L1	6334	6438	-59	3
1066	1747	145	22	105	chr9	63095343	63095706	-53156201	-	CSINE2	SINE	SINE	-10	334	2	3
1066	2395	198	29	26	chr9	63095710	63095787	-53156120	-	L1M2	LINE	L1	-1906	4237	4160	3
1066	1062	195	164	17	chr9	63095787	63096085	-53155822	-	CSINE2	SINE	SINE	0	344	3	3
1066	2395	198	29	26	chr9	63096085	63096552	-53155355	-	L1M2	LINE	L1	-1984	4159	3691	3
1066	262	132	0	0	chr9	63096558	63096596	-53155311	+	(TTCC)n	Simple_repeat	Simple_repeat	4	41	0	3
1066	1056	52	17	39	chr9	63096597	63096777	-53155130	+	(TTCCC)n	Simple_repeat	Simple_repeat	1	176	0	3
1066	776	105	30	30	chr9	63096781	63096948	-53154959	+	C-rich	Low_complexity	Low_complexity	2	168	0	3
1066	2094	181	22	12	chr9	63098187	63098602	-53153305	+	L1A_Oc	LINE	L1	1630	2048	-4449	3
1066	1777	224	43	19	chr9	63098851	63099316	-53152591	-	L1M2	LINE	L1	-2509	3634	3159	3
1066	1759	188	9	27	chr9	63099332	63099665	-53152242	-	CSINE1	SINE	SINE	0	340	14	3
1066	1426	186	37	76	chr9	63099681	63100029	-53151878	-	L1M2	LINE	L1	-3017	3126	2777	3
1066	1868	140	113	7	chr9	63100029	63100339	-53151568	-	CSINE2	SINE	SINE	0	344	2	3
600	1381	88	14	9	chrUn0043	2007024	2007241	-345150	+	L1A_Oc	LINE	L1	6241	6458	-39	3
600	402	266	101	28	chrUn0043	2009234	2009412	-342979	-	L2	LINE	L2	-504	2915	2725	3
600	2293	268	32	48	chrUn0043	2009487	2010456	-341935	+	L1MB7	LINE	L1	4230	5240	-906	3
600	335	151	0	0	chrUn0043	2010583	2010636	-341755	+	L1A_Oc	LINE	L1	6384	6436	-61	3
600	1550	199	71	10	chrUn0043	2010636	2010946	-341445	-	CSINE1	SINE	SINE	-11	329	1	3
600	1105	249	47	49	chrUn0043	2010974	2011051	-341340	+	L1MB7	LINE	L1	5235	5305	-841	3
600	1339	212	75	16	chrUn0043	2011051	2011372	-341019	+	CSINE1	SINE	SINE	1	340	0	3
600	1824	138	101	19	chrUn0043	2011376	2011694	-340697	+	CSINE2	SINE	SINE	1	344	0	3
600	1105	231	246	43	chrUn0043	2011694	2012138	-340253	+	L1MB7	LINE	L1	5306	5852	-332	3
608	21	0	0	0	chr19	3090197	3090218	-54189748	+	AT_rich	Low_complexity	Low_complexity	1	21	0	1
608	326	303	18	0	chr19	3090497	3090606	-54189360	+	Tigger7	DNA	TcMar-Tigger	2381	2491	0	1
608	28	71	0	0	chr19	3090793	3090849	-54189117	+	GC_rich	Low_complexity	Low_complexity	1	56	0	1
608	366	218	19	65	chr19	3091690	3091798	-54188168	+	LTR27_OC	LTR	ERV1	274	376	-18	1
608	951	140	169	17	chr19	3092693	3092922	-54187044	+	LTR1B_OC	LTR	ERV1	105	348	-220	1
608	227	260	20	0	chr19	3093110	3093160	-54186806	+	LTR8C_OC	LTR	ERV1	418	468	-85	1
608	893	112	480	20	chr19	3093474	3093698	-54186268	+	CSINE3A	SINE	SINE	1	332	-18	1
608	360	0	0	0	chr19	3093698	3093738	-54186228	+	(TAAA)n	Simple_repeat	Simple_repeat	2	41	0	1
608	648	64	40	50	chr19	3093738	3093749	-54186217	+	CSINE3A	SINE	SINE	333	339	-11	1
608	255	169	70	0	chr19	3093954	3094025	-54185941	+	MER65-int	LTR	ERV1	2343	2418	-2453	1
608	3384	121	0	45	chr19	3094356	3094885	-54185081	+	L1A_Oc	LINE	L1	5603	6107	-390	1
608	639	122	65	0	chr19	3094885	3095008	-54184958	+	L1A_Oc	LINE	L1	6307	6437	-60	1
585	21	0	0	0	chrUn0821	4910	4931	-46400	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
585	234	302	16	41	chrUn0821	4983	5104	-46227	-	CSINE2	SINE	SINE	-150	194	77	4
585	353	294	18	0	chrUn0821	5215	5324	-46007	+	Tigger7	DNA	TcMar-Tigger	2381	2491	0	4
585	31	68	0	0	chrUn0821	5508	5567	-45764	+	GC_rich	Low_complexity	Low_complexity	1	59	0	4
585	323	194	0	95	chrUn0821	5729	5803	-45528	+	LTR27_OC	LTR	ERV1	310	376	-18	4
585	1984	155	163	26	chrUn0821	5985	6402	-44929	+	LTR22_OC	LTR	ERV1	1	474	0	4
585	2749	41	9	20	chrUn0821	8157	8506	-42825	-	CSINE3A	SINE	SINE	-4	346	2	4
585	648	194	109	22	chrUn0821	8617	8801	-42530	+	LTR27_OC	LTR	ERV1	24	223	-171	4
585	1719	133	141	16	chrUn0821	9067	9332	-41999	+	CSINE2	SINE	SINE	1	300	-44	4
585	315	0	0	0	chrUn0821	9332	9367	-41964	+	(TC)n	Simple_repeat	Simple_repeat	2	36	0	4
585	1719	133	141	16	chrUn0821	9367	9406	-41925	+	CSINE2	SINE	SINE	301	343	-1	4
585	326	255	156	12	chrUn0821	9409	9576	-41755	+	L1MD	LINE	L1	4650	4840	-1306	4
1324	2508	42	40	40	chr12	96966003	96966353	-58389042	-	CSINE3A	SINE	SINE	0	350	1	6
1324	189	0	0	0	chr12	96966362	96966383	-58389012	+	(T)n	Simple_repeat	Simple_repeat	1	21	0	6
1324	2745	41	0	3	chr12	96966983	96967324	-58388071	+	CSINE3A	SINE	SINE	1	340	-10	6
1324	1552	183	79	9	chr12	96967442	96967757	-58387638	+	CSINE2	SINE	SINE	8	344	0	6
1324	180	283	0	0	chr12	96968285	96968338	-58387057	-	L2a	LINE	L2	-3	3423	3371	6
1324	1443	220	35	24	chr12	96968385	96968725	-58386670	-	CSINE2	SINE	SINE	0	344	1	6
1324	400	308	61	24	chr12	96969050	96969263	-58386132	-	MIR	SINE	MIR	-22	240	20	6
1324	1576	180	122	16	chr12	96969669	96969930	-58385465	+	CSINE2	SINE	SINE	1	297	-47	6
1324	195	42	0	0	chr12	96969930	96969954	-58385441	+	(TC)n	Simple_repeat	Simple_repeat	2	25	0	6
